"Date","PPFDtotal"
2013-09-10,21.0822449530792
2013-09-11,33.0846300848007
2013-09-12,34.1654401178062
2013-09-13,26.8331100615531
2013-09-14,26.5219948348761
2013-09-15,29.3926499107897
2013-09-16,7.33591497426778
2013-09-17,33.0050633017728
2013-09-18,39.2681700107575
2013-09-19,41.5435453154667
2013-09-20,39.8674198760212
2013-09-21,41.8869600661933
2013-09-22,39.7870801015377
2013-09-23,38.9354377174854
2013-09-24,30.1144350100133
2013-09-25,42.7286399988949
2013-09-26,43.031099846077
2013-09-27,42.6576599854678
2013-09-28,42.4355398428619
2013-09-29,42.5591399736017
2013-09-30,41.9361000471353
2013-10-01,29.5179600322455
2013-10-02,43.5778200231493
2013-10-03,25.2027001121879
2013-10-04,44.8428085497328
2013-10-05,40.8097950985081
2013-10-06,44.5210950334311
2013-10-07,38.5543349405944
2013-10-08,39.7165650651634
2013-10-09,47.3474100850582
2013-10-10,45.2184448451579
2013-10-11,46.1013450759351
2013-10-12,48.6577052160501
2013-10-13,47.1480002537548
2013-10-14,48.1973999658466
2013-10-15,51.001529919228
2013-10-16,50.2208698425114
2013-10-17,37.4942549357683
2013-10-18,43.7369250392407
2013-10-19,50.5288350546218
2013-10-20,35.9502448046386
2013-10-21,30.5261250086278
2013-10-22,15.1764000082791
2013-10-23,42.5683950085402
2013-10-24,49.4661000826098
2013-10-25,35.4276901830353
2013-10-26,51.9177750075571
2013-10-27,40.9835251671195
2013-10-28,32.0613913458217
2013-10-29,18.7530149722137
2013-10-30,48.7976099548906
2013-10-31,52.1097300644875
2013-11-01,41.8095751887917
2013-11-02,45.2225100388773
2013-11-03,39.2105006664982
2013-11-04,57.168014963758
2013-11-05,32.5944899287105
2013-11-06,53.7475199474663
2013-11-07,52.0005448955745
2013-11-08,45.5805751122616
2013-11-09,49.8902550293505
2013-11-10,9.17138996933475
2013-11-11,16.7317699806944
2013-11-12,31.2869551357605
2013-11-13,56.3770200582147
2013-11-14,60.9683700414061
2013-11-15,36.9199198970988
2013-11-16,22.179404975988
2013-11-17,12.020220036263
2013-11-18,10.6323600231595
2013-11-19,48.3190144855272
2013-11-20,60.3091200796991
2013-11-21,43.8883799340785
2013-11-22,18.5267399707496
2013-11-23,32.9802001175791
2013-11-24,55.4436600285441
2013-11-25,43.2934261154188
2013-11-26,51.4332299464345
2013-11-27,62.0612397956729
2013-11-28,56.1629396361083
2013-11-29,13.039979943341
2013-11-30,36.5366398345471
2013-12-01,43.3012200512856
2013-12-02,54.8601600350261
2013-12-03,62.808789709924
2013-12-04,46.3310999085635
2013-12-05,56.0984999269187
2013-12-06,65.6258397507191
2013-12-07,59.2051800251216
2013-12-08,64.1637000411898
2013-12-09,31.3740450331547
2013-12-10,62.4771599447876
2013-12-11,64.4688000003308
2013-12-12,59.4091801289767
2013-12-13,64.5544199490309
2013-12-14,30.7265999309689
2013-12-15,44.2406399170786
2013-12-16,46.1475600583255
2013-12-17,65.0053200216115
2013-12-18,55.6553399300337
2013-12-19,64.8862200732172
2013-12-20,54.7150132654553
2013-12-21,59.7898199580431
2013-12-22,43.6957801732778
2013-12-23,26.9415600102156
2013-12-24,13.7968799938202
2013-12-25,9.28638000174165
2013-12-26,59.7992398298621
2013-12-27,49.671836580216
2013-12-28,58.610754776944
2013-12-29,62.0581799538553
2013-12-30,60.5286147500038
2013-12-31,58.9676595162766
2014-01-01,45.114780053819
2014-01-02,24.8013300937772
2014-01-03,42.5213247736931
2014-01-04,60.1745249947518
2014-01-05,56.546685190165
2014-01-06,62.8365899784632
2014-01-07,17.5716898921609
2014-01-08,15.2670449812174
2014-01-09,23.5228499318987
2014-01-10,40.4698650137544
2014-01-11,54.7783798267141
2014-01-12,53.6122050661281
2014-01-13,58.2496281547603
2014-01-14,62.7352201897748
2014-01-15,61.7267546440065
2014-01-16,63.5302202536583
2014-01-17,62.1429150968626
2014-01-18,62.7064349305138
2014-01-19,53.5042801896415
2014-01-20,26.0954699977219
2014-01-21,22.951379968679
2014-01-22,8.0926049994953
2014-01-23,18.7521450613081
2014-01-24,28.3256100243598
2014-01-25,32.2748851160824
2014-01-26,15.7990500335187
2014-01-27,59.2237650108933
2014-01-28,60.4075801509529
2014-01-29,59.987024860239
2014-01-30,58.7207698752657
2014-01-31,59.550464946232
2014-02-01,50.257634839455
2014-02-02,49.3713751369067
2014-02-03,60.0069149119869
2014-02-04,17.488229957208
2014-02-05,21.9910949390531
2014-02-06,30.5379150079854
2014-02-07,54.812640198487
2014-02-08,53.5807648724824
2014-02-09,51.3671399792254
2014-02-10,37.1933673433918
2014-02-11,33.4927201144874
2014-02-12,27.2062559055948
2014-02-13,37.0035000045061
2014-02-14,21.2971800695389
2014-02-15,14.9934600703061
2014-02-16,6.3680999995172
2014-02-17,19.8834000574082
2014-02-18,28.9845871313295
2014-02-19,8.17774833714911
2014-02-20,49.3449116033906
2014-02-21,51.9168899520636
2014-02-22,38.447519944784
2014-02-23,23.7629999877691
2014-02-24,47.2581492740878
2014-02-25,49.326899952811
2014-02-26,37.0668000396699
2014-02-27,8.8123825830268
2014-02-28,7.03823998365104
2014-03-01,10.0330199834704
2014-03-02,10.9384199882448
2014-03-03,20.5181999527574
2014-03-04,24.2116800170124
2014-03-05,32.7267050840557
2014-03-06,20.1175799983889
2014-03-07,28.047049294023
2014-03-08,45.1209001105696
2014-03-09,40.7290201453417
2014-03-10,38.5860000394285
2014-03-11,43.0419598969638
2014-03-12,29.2026600750446
2014-03-13,28.564380008769
2014-03-14,35.3064600046009
2014-03-15,22.4776799435109
2014-03-16,26.3081400102586
2014-03-17,43.6160999445051
2014-03-18,41.3104978177648
2014-03-19,35.1319200756758
