flux_campaign,day,Date,time,RECORD,SiteOutput,chamber,line,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
1,2,20/10/2013,8:11:20 AM,3916,6,4,samp,150.5,410.2133,4.581609,19.99613,400.0013,461.8387,67.37563,197.7796,100,414.331,4.57877,-11.51209
1,2,20/10/2013,8:11:40 AM,3917,11,5,ref,150.5,406.4428,4.549556,20.00228,399.9974,460.2445,104.8728,197.2714,100,410.5977,4.547252,-9.39058
1,2,20/10/2013,8:12:00 AM,3918,12,5,samp,150.5,414.4445,4.630763,19.99959,400.0029,460.2712,103.5589,197.3448,100,418.5441,4.627483,-11.05188
1,2,20/10/2013,8:12:20 AM,3919,9,3,ref,150.5,408.1899,4.569267,19.99785,400.0013,461.1865,81.7962,197.5447,100,412.3231,4.566609,-9.336652
1,2,20/10/2013,8:12:40 AM,3920,10,3,samp,150.5,422.0161,4.718432,19.99406,399.9991,462.6847,50.19094,197.4463,100,426.0748,4.714245,-10.31685
1,2,20/10/2013,8:13:00 AM,3921,13,10,ref,150.5,405.4598,4.539927,20.00079,400,461.3654,77.86573,197.3884,100,409.6123,4.537626,-9.109469
1,2,20/10/2013,8:13:20 AM,3922,14,10,samp,150.5,415.3691,4.642538,20.00163,400.0014,460.6347,95.40959,197.6046,100,419.4698,4.639205,-10.73447
1,2,20/10/2013,8:13:40 AM,3923,15,8,ref,150.5,404.2581,4.526145,20.00384,400.0017,461.0267,86.01891,197.8467,100,408.4048,4.523842,-9.198899
1,2,20/10/2013,8:14:00 AM,3924,16,8,samp,150.5,413.8595,4.621205,20.004,399.9994,460.7126,94.68584,198.1408,100,417.9576,4.617939,-11.70682
1,2,20/10/2013,8:14:20 AM,3925,17,11,ref,150.5,403.5676,4.517885,19.99939,400.0005,460.6547,96.94407,197.3846,100,407.743,4.515937,-9.324675
1,2,20/10/2013,8:14:40 AM,3926,18,11,samp,150.5,412.5757,4.609271,19.99762,399.9996,460.9867,89.04776,197.428,100,416.6847,4.606212,-11.20475
1,2,20/10/2013,8:15:00 AM,3927,3,cal1,ref,150.5,771.9073,8.378666,20.00369,400.0441,478.9614,145.8773,197.0554,100,773.969,8.335627,-36.64856
1,2,20/10/2013,8:15:20 AM,3928,4,cal2,ref,150.5,318.2158,3.468761,19.99895,400.0077,480.0966,127.5021,197.3409,100,322.8714,3.477819,-36.50986
1,2,20/10/2013,8:15:40 AM,3929,5,4,ref,150.5,403.9509,4.52139,19.99934,399.9777,463.007,89.78914,197.4959,100,407.8152,4.518546,-8.927847
1,2,20/10/2013,8:16:00 AM,3930,6,4,samp,150.5,409.3715,4.570909,19.99964,399.9927,462.9867,67.23413,197.9444,100,413.1975,4.567468,-11.24716
1,2,20/10/2013,8:16:20 AM,3931,11,5,ref,150.5,402.8577,4.509123,20.00274,399.9763,460.9152,104.7922,197.4068,100,406.7223,4.506295,-8.95902
1,2,20/10/2013,8:16:40 AM,3932,12,5,samp,150.5,414.9701,4.634738,19.99902,399.993,460.6957,103.4718,197.487,100,418.7628,4.630544,-10.91461
1,2,20/10/2013,8:17:00 AM,3933,9,3,ref,150.5,404.3296,4.525621,20.00039,399.9986,461.4817,81.73415,197.6506,100,408.1779,4.522594,-8.921509
1,2,20/10/2013,8:17:20 AM,3934,10,3,samp,150.5,421.4166,4.710473,19.99815,399.9998,462.9223,49.98232,197.5293,100,425.1585,4.705416,-10.04122
1,2,20/10/2013,8:17:40 AM,3935,13,10,ref,150.5,402.8927,4.510387,20.0001,400.0021,461.5331,77.79663,197.5106,100,406.7766,4.507805,-8.759231
1,2,20/10/2013,8:18:00 AM,3936,14,10,samp,150.5,416.0977,4.649305,20.00384,399.9969,460.7702,95.45354,197.5637,100,419.88,4.645,-10.46673
1,2,20/10/2013,8:18:20 AM,3937,15,8,ref,150.5,402.2881,4.503548,19.99827,400.0027,461.1679,86.09164,197.7196,100,406.1574,4.500846,-8.78056
1,2,20/10/2013,8:18:40 AM,3938,16,8,samp,150.5,413.14,4.613972,20.00009,399.9972,460.7843,94.69998,198.0354,100,416.9422,4.610047,-10.99262
1,2,20/10/2013,8:19:00 AM,3939,17,11,ref,150.5,401.1835,4.491904,20.00053,400.001,460.7463,96.8285,197.4154,100,405.0459,4.489176,-8.637768
1,2,20/10/2013,8:19:20 AM,3940,18,11,samp,150.5,413.3692,4.617046,19.99967,400.0046,461.1249,88.95549,197.4298,100,417.1746,4.613098,-10.88959
1,2,20/10/2013,8:19:40 AM,3941,5,4,ref,150.5,402.6129,4.506573,19.99805,400.001,461.0735,89.65614,197.6199,100,406.4845,4.503925,-8.900777
1,2,20/10/2013,8:20:00 AM,3942,6,4,samp,150.5,409.0561,4.566736,19.99652,399.9987,462.0218,67.09286,198.0588,100,412.8867,4.563325,-11.40043
1,2,20/10/2013,8:20:20 AM,3943,11,5,ref,150.5,402.9227,4.50841,20.00056,399.9977,460.3874,104.6427,197.5409,100,406.7848,4.505604,-9.263206
1,2,20/10/2013,8:20:40 AM,3944,12,5,samp,150.5,414.9376,4.633935,20.00403,399.9951,460.4185,103.3973,197.6065,100,418.7256,4.629843,-10.97614
1,2,20/10/2013,8:21:00 AM,3945,9,3,ref,150.5,403.431,4.514879,19.99894,400.0008,461.3238,81.64813,197.8009,100,407.2941,4.512073,-9.081458
1,2,20/10/2013,8:21:20 AM,3946,10,3,samp,150.5,419.3822,4.68737,19.99648,399.9991,462.8288,49.92528,197.6777,100,423.1342,4.682493,-10.15111
1,2,20/10/2013,8:21:40 AM,3947,13,10,ref,150.5,401.0302,4.48942,20.00002,399.9997,461.4679,77.70632,197.7001,100,404.9015,4.486808,-8.807325
1,2,20/10/2013,8:22:00 AM,3948,14,10,samp,150.5,415.4567,4.641297,20.00335,400.0003,460.7007,95.42093,197.7539,100,419.2441,4.63713,-10.64472
1,2,20/10/2013,8:22:20 AM,3949,15,8,ref,150.5,400.0973,4.47901,19.99912,399.9991,461.1095,86.06705,197.8176,100,403.9673,4.476385,-8.822999
1,2,20/10/2013,8:22:40 AM,3950,16,8,samp,150.5,412.9896,4.610556,19.99169,399.9989,460.724,94.53386,198.2561,100,416.7917,4.606689,-11.35643
1,2,20/10/2013,8:23:00 AM,3951,17,11,ref,150.5,401.9449,4.499375,19.99936,400.0008,460.6876,96.79326,197.5438,100,405.8154,4.496693,-8.860705
1,2,20/10/2013,8:23:20 AM,3952,18,11,samp,150.5,413.5662,4.619763,20.00079,399.9989,461.0195,88.93735,197.4526,100,417.3673,4.615785,-10.77058
1,2,20/10/2013,8:23:40 AM,3953,3,cal1,ref,150.5,771.2659,8.376264,20.00428,400.0409,478.9516,145.9249,197.0837,100,772.7665,8.330956,-35.69043
1,2,20/10/2013,8:24:00 AM,3954,4,cal2,ref,150.5,317.9243,3.466416,20.00157,400.0039,480.0577,130.7721,197.3162,100,322.3347,3.475068,-35.66896
1,2,20/10/2013,8:24:20 AM,3955,5,4,ref,150.5,400.2452,4.481448,19.99671,399.9748,462.9218,89.6155,197.572,100,404.4781,4.481261,-8.9965
1,2,20/10/2013,8:24:40 AM,3956,6,4,samp,150.5,409.4857,4.572075,19.99919,399.9914,462.8683,67.14064,197.9565,100,413.6769,4.570987,-11.63225
1,2,20/10/2013,8:25:00 AM,3957,11,5,ref,150.5,400.547,4.483732,19.99918,399.9937,460.8031,104.6928,197.4243,100,404.7832,4.483581,-9.230983
1,2,20/10/2013,8:25:20 AM,3958,12,5,samp,150.5,415.143,4.636668,20.00104,399.9988,460.6101,103.4102,197.521,100,419.2887,4.634768,-11.25384
1,2,20/10/2013,8:25:40 AM,3959,9,3,ref,150.5,401.4619,4.494178,19.99967,400.0002,461.4849,81.7755,197.6293,100,405.6935,4.493918,-9.174676
1,2,20/10/2013,8:26:00 AM,3960,10,3,samp,150.5,416.7647,4.65907,19.99848,399.9989,462.9616,49.68523,197.6377,100,420.9131,4.65701,-10.34314
1,2,20/10/2013,8:26:20 AM,3961,13,10,ref,150.5,398.4303,4.460451,20.00732,400.0008,461.5965,77.75632,197.6148,100,402.6741,4.460502,-9.168235
1,2,20/10/2013,8:26:40 AM,3962,14,10,samp,150.5,415.0872,4.637459,20.00166,399.9997,460.848,95.3178,197.8073,100,419.2248,4.635415,-10.96515
1,2,20/10/2013,8:27:00 AM,3963,15,8,ref,150.5,398.4207,4.460916,20.00201,399.9999,461.2723,86.15824,197.7809,100,402.6647,4.46097,-9.041049
1,2,20/10/2013,8:27:20 AM,3964,16,8,samp,150.5,413.8933,4.620988,20.00012,399.9999,460.9369,94.48625,198.3894,100,418.0511,4.619296,-11.63732
1,2,20/10/2013,8:27:40 AM,3965,17,11,ref,150.5,398.0453,4.457093,19.99968,400.0018,460.87,96.73386,197.624,100,402.2913,4.457186,-8.962564
1,2,20/10/2013,8:28:00 AM,3966,18,11,samp,150.5,413.5558,4.619105,19.99991,400.0023,461.2475,88.85698,197.5899,100,417.7089,4.617392,-11.23556
1,2,20/10/2013,8:28:20 AM,3967,5,4,ref,150.5,397.9331,4.456175,20.00467,400.0005,461.1384,89.7453,197.5558,100,402.1682,4.456142,-8.891502
1,2,20/10/2013,8:28:40 AM,3968,6,4,samp,150.5,408.8982,4.566102,19.99569,399.9997,462.0518,67.17613,197.9645,100,413.0885,4.565039,-11.51236
1,2,20/10/2013,8:29:00 AM,3969,11,5,ref,150.5,399.801,4.476215,20.00229,400.0016,460.3895,104.6484,197.5293,100,404.0387,4.476118,-9.05742
1,2,20/10/2013,8:29:20 AM,3970,12,5,samp,150.5,413.9359,4.624166,20.00008,399.9988,460.4561,103.3279,197.5785,100,418.0992,4.622488,-11.06791
1,2,20/10/2013,8:29:40 AM,3971,9,3,ref,150.5,400.3848,4.483199,19.99797,399.9991,461.3711,81.67635,197.6713,100,404.6156,4.482984,-8.952478
1,2,20/10/2013,8:30:00 AM,3972,10,3,samp,150.5,414.2509,4.632364,19.99849,399.9987,462.895,49.48886,197.6839,100,418.4055,4.630582,-10.06158
1,2,20/10/2013,8:30:20 AM,3973,13,10,ref,150.5,396.756,4.443394,20.007,399.9994,461.5265,77.80808,197.5143,100,401.0226,4.443781,-8.817214
1,2,20/10/2013,8:30:40 AM,3974,14,10,samp,150.5,413.5294,4.621232,20.00276,400,460.8257,95.28014,197.7953,100,417.6586,4.619194,-10.73032
1,2,20/10/2013,8:31:00 AM,3975,15,8,ref,150.5,399.4826,4.472855,19.99797,399.9969,461.2478,86.16292,197.7511,100,403.7155,4.472786,-9.002488
1,2,20/10/2013,8:31:20 AM,3976,16,8,samp,150.5,413.0034,4.610882,20.0036,399.9991,460.8904,94.50314,198.3495,100,417.1697,4.609344,-11.68295
1,2,20/10/2013,8:31:40 AM,3977,17,11,ref,150.5,399.3378,4.470697,19.99917,399.9989,460.8669,96.72752,197.6278,100,403.5755,4.470644,-9.13352
1,2,20/10/2013,8:32:00 AM,3978,18,11,samp,150.5,413.4103,4.616733,19.99714,399.9997,461.2306,88.84549,197.63,100,417.5633,4.615013,-11.40005
1,2,20/10/2013,8:32:20 AM,3979,3,cal1,ref,150.5,771.4045,8.377268,20.00271,400.041,479.1942,145.979,197.2431,100,773.5469,8.334378,-36.26758
1,2,20/10/2013,8:32:40 AM,3980,4,cal2,ref,150.5,317.9765,3.466913,19.99811,400.0157,480.2557,126.9598,197.5064,100,322.673,3.477857,-35.90686
1,2,20/10/2013,8:33:00 AM,3981,5,4,ref,150.5,395.1593,4.424983,20.00159,399.9754,463.1112,89.55915,197.7908,100,399.3482,4.424761,-8.92182
1,2,20/10/2013,8:33:20 AM,3982,6,4,samp,150.5,407.4066,4.548921,19.99863,399.9909,463.0685,67.02348,198.2107,100,411.5234,4.547342,-11.59939
1,2,20/10/2013,8:33:40 AM,3983,11,5,ref,150.5,395.1143,4.424398,20.00117,399.9919,460.9199,104.6527,197.5794,100,399.3134,4.424285,-8.94178
1,2,20/10/2013,8:34:00 AM,3984,12,5,samp,150.5,411.2784,4.595126,20.00055,399.9979,460.6621,103.3163,197.6959,100,415.3773,4.593074,-10.92188
1,2,20/10/2013,8:34:20 AM,3985,9,3,ref,150.5,396.5533,4.441344,20.00069,399.9985,461.4314,81.55457,197.8628,100,400.7459,4.441104,-8.730448
1,2,20/10/2013,8:34:40 AM,3986,10,3,samp,150.5,411.6792,4.604918,20.00105,399.9977,462.8808,49.40865,197.8352,100,415.7802,4.602816,-9.784391
1,2,20/10/2013,8:35:00 AM,3987,13,10,ref,150.5,395.0804,4.425065,20.00684,399.9978,461.4198,77.63599,197.7068,100,399.2729,4.424901,-8.703344
1,2,20/10/2013,8:35:20 AM,3988,14,10,samp,150.5,409.8276,4.581404,20.00171,399.9987,460.6505,95.20975,197.8564,100,413.9396,4.579561,-10.40658
1,2,20/10/2013,8:35:40 AM,3989,15,8,ref,150.5,394.9631,4.423677,20.00174,399.9999,461.045,86.05951,197.7796,100,399.1602,4.423558,-8.724378
1,2,20/10/2013,8:36:00 AM,3990,16,8,samp,150.5,410.6946,4.586626,19.99758,399.998,460.6865,94.42021,198.4047,100,414.7929,4.584654,-11.34412
1,2,20/10/2013,8:36:20 AM,3991,17,11,ref,150.5,395.1879,4.426411,19.99993,399.9982,460.6336,96.69719,197.5921,100,399.3832,4.426243,-8.676573
1,2,20/10/2013,8:36:40 AM,3992,18,11,samp,150.5,411.9225,4.601877,19.99941,400.0009,461.0174,88.82797,197.5792,100,416.0189,4.599771,-11.00744
1,2,20/10/2013,8:37:00 AM,3993,5,4,ref,150.5,395.1622,4.425342,20.00043,400.0023,460.9993,89.41853,197.8621,100,399.3565,4.425221,-8.839148
1,2,20/10/2013,8:37:20 AM,3994,6,4,samp,150.5,405.9873,4.533888,19.99964,400.0004,461.9078,67.00976,198.2063,100,410.1081,4.532465,-11.43337
1,2,20/10/2013,8:37:40 AM,3995,11,5,ref,150.5,396.6721,4.441852,19.99659,399.9987,460.3063,104.6207,197.6297,100,400.8594,4.441468,-8.929998
1,2,20/10/2013,8:38:00 AM,3996,12,5,samp,150.5,410.2027,4.583082,20.00107,400.0024,460.3528,103.2947,197.7733,100,414.3082,4.581144,-10.94521
1,2,20/10/2013,8:38:20 AM,3997,9,3,ref,150.5,396.5598,4.441195,19.99632,400.0007,461.3043,81.55639,197.9498,100,400.7536,4.440923,-8.790053
1,2,20/10/2013,8:38:40 AM,3998,10,3,samp,150.5,410.0286,4.586367,19.99497,399.9985,462.8361,49.36511,197.9613,100,414.137,4.584488,-9.813915
1,2,20/10/2013,8:39:00 AM,3999,13,10,ref,150.5,395.664,4.431685,19.99879,399.9957,461.4275,77.64198,197.7675,100,399.8581,4.431445,-8.690315
1,2,20/10/2013,8:39:20 AM,4000,14,10,samp,150.5,408.7199,4.569041,20.00887,399.9993,460.6293,95.18022,197.9714,100,412.8373,4.567319,-10.41659
1,2,20/10/2013,8:39:40 AM,4001,15,8,ref,150.5,394.867,4.423523,19.99884,399.9996,461.011,86.02011,197.864,100,399.065,4.423373,-8.529587
1,2,20/10/2013,8:40:00 AM,4002,16,8,samp,150.5,409.7944,4.577121,19.99917,399.9995,460.5854,94.30106,198.4927,100,413.8986,4.575231,-11.24437
1,2,20/10/2013,8:40:20 AM,4003,17,11,ref,150.5,393.9534,4.413597,20.00507,399.9993,460.4933,96.6408,197.5923,100,398.1641,4.413703,-8.458282
1,2,20/10/2013,8:40:40 AM,4004,18,11,samp,150.5,410.7103,4.589241,20.00607,399.9998,460.8264,88.80963,197.5617,100,414.812,4.587298,-10.81946
1,2,20/10/2013,8:41:00 AM,4005,3,cal1,ref,150.5,770.9812,8.376382,20.0004,400.0412,478.7938,145.7829,197.1785,100,772.9947,8.332564,-35.78891
1,2,20/10/2013,8:41:20 AM,4006,4,cal2,ref,150.5,317.8072,3.466302,19.99383,400.0237,479.8975,126.5965,197.4746,100,322.4514,3.476787,-35.54124
