flux_campaign,day,Date,time,RECORD,SiteOutput,chamber,line,SiteCount_Avg,ConcA_Avg,ConcB_Avg,TGApressure_Avg,SamplePress_Avg,BypassPress_Avg,ExcessFlow_Avg,SampleFlow_Avg,One_Tot,CorrConcA_Avg,CorrConcB_Avg,Corrdel13C_Avg
5,1,22/03/2014,7:15:00 AM,2821,11,5,ref,150.5,522.0026,5.857822,19.9999,399.9992,423.0901,101.269,201.1911,100,532.3308,5.879738,-12.02427
5,1,22/03/2014,7:15:20 AM,2822,12,5,samp,150.5,537.8779,6.032248,20.00109,400.0019,423.1436,99.53881,201.1874,100,548.3543,6.053593,-12.53472
5,1,22/03/2014,7:15:40 AM,2823,15,9,ref,150.5,520.7841,5.844004,19.9964,399.9998,423.8174,83.62329,201.1986,100,531.1378,5.866365,-12.05722
5,1,22/03/2014,7:16:00 AM,2824,16,9,samp,150.5,530.086,5.946599,19.99976,400.0018,423.4332,92.51995,201.2913,100,540.4983,5.968367,-12.28637
5,1,22/03/2014,7:16:20 AM,2825,17,12,ref,150.5,535.8475,6.011143,19.99615,400.0004,423.3547,94.17382,201.1844,100,546.2473,6.031958,-12.26839
5,1,22/03/2014,7:16:40 AM,2826,18,12,samp,150.5,549.8994,6.164927,19.99988,399.9989,423.7162,85.94196,201.2304,100,560.4814,6.185774,-12.80546
5,1,22/03/2014,7:17:00 AM,2827,5,4,ref,150.5,519.3634,5.828524,20.00027,400.0771,423.8124,83.84518,201.1777,100,529.6912,5.850834,-11.98185
5,1,22/03/2014,7:17:20 AM,2828,6,4,samp,150.5,522.0161,5.857208,20.0052,400,424.6748,64.09,201.0979,100,532.3607,5.879388,-12.13847
5,1,22/03/2014,7:17:40 AM,2829,9,3,ref,150.5,514.8505,5.77812,20.00176,399.9993,424.0167,78.63427,201.1345,100,525.1286,5.80051,-11.96924
5,1,22/03/2014,7:18:00 AM,2830,10,3,samp,150.5,525.0278,5.890359,19.99823,400.0012,425.1536,54.05319,201.1399,100,535.3978,5.912377,-12.23099
5,1,22/03/2014,7:18:20 AM,2831,13,10,ref,150.5,517.4551,5.807033,19.99736,399.9976,424.1696,75.34675,201.1434,100,527.7408,5.829161,-12.00348
