Temp,Rkok_Rdark
20.10714286,0.351036096
21.14285714,0.417604087
22.01785714,0.470846066
22.64285714,0.505438312
23.46428571,0.549336325
24.35714286,0.590541444
25.35714286,0.634391711
26.32142857,0.670230138
27.5,0.708685065
28.51785714,0.73381398
29.5,0.754941749
30.75,0.771987204
32,0.783685065
32.89285714,0.787457028
33.82142857,0.78453495
34.42857143,0.781698816
34.875,0.777568755
